Motorola,Moto E5 Play,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2018, April","Available. Released 2018, July",151 x 74 x 9 mm (5.94 x 2.91 x 0.35 in),150 g (5.29 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",,"microSD, up to 256 GB",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Black, Dark lake, Flash gray",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",Android 8.0 (Oreo),Qualcomm MSM8917 Snapdragon 425 (28 nm) (28 nm)/ Qualcomm MSM8920 Snapdragon 427 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"16 GB, 2 GB RAM","8 MP, f/2.0, 1.12 µm, AF",1080p@30fps,About 80 EUR,"LED flash, panorama, HDR",Splash resistant,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 14(700), 17(700), 25(1900), 26(850), 29(700), 30(2300), 38(2600), 41(2500), 66(1700/2100), 71(600)",,,,,,LED flash,,,Fast battery charging 5V/2A 10W,moto e5 play,,,,,,,5 MP,,,,,Active noise cancellation with dedicated mic,,,,,,Removable Li-Ion 2800 mAh battery,,,,,,,,CDMA2000 1xEV-DO,,,B07H8SBLBC
Samsung,Galaxy S8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2017, March","Available. Released 2017, April",148.9 x 68.1 x 8 mm (5.86 x 2.68 x 0.31 in),155 g (5.47 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.8 inches, 84.8 cm (~83.6% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~570 ppi density)",HDR10  3D Touch (home button only)  Always-on display,"microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector","Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",,,,,,,Samsung DeX (desktop experience support)  ANT+  Bixby natural language commands and dictation,"Midnight Black, Orchid Gray, Arctic Silver, Coral Blue, Maple Gold, Rose Pink, Burgundy Red",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/150 Mbps","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie); One UI",Exynos 8895 (10 nm) - EMEAQualcomm MSM8998 Snapdragon 835 (10 nm) - USA & China,Octa-core (4x2.3 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53) - EMEAOcta-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo) - USA & China,Mali-G71 MP20 - EMEAAdreno 540 - USA & China,"64 GB, 4 GB RAM","12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, OIS, dual pixel PDAF","2160p@30fps, 1080p@60fps, 720p@240fps, HDR, dual-video rec.",About 390 EUR,"LED flash, auto-HDR, panorama","Samsung Pay (Visa, MasterCard certified)  IP68 dust/water proof (up to 1.5m for 30 mins)","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 32(1500), 66(1700/2100), 38(2600), 39(1900), 40(2300), 41(2500)","Front/back glass (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 5,,,,"Dual video call, Auto-HDR",1440p@30fps,Yes,Fast battery charging 15W (Quick Charge 2.0)  Qi/PMA wireless charging (market dependent),"SM-G950FD, SM-G950W, SM-G950S, SM-G950K, SM-G950L, SM-G9500, SM-G950A, SM-G950P, SM-G950T, SM-G950U, SM-G950V, SM-G950F, SM-G950U1, SM-G950N",Basemark OS II: 3272 / Basemark OS II 2.0: 3376Basemark X: 42370,Photo / Video,Voice 66dB / Noise 70dB / Ring 72dB,Noise -92.5dB / Crosstalk -92.8dB,Endurance rating 84h,"Contrast ratio: Infinite (nominal), 4.768 (sunlight)","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF",,,,,32-bit/384kHz audio  Active noise cancellation with dedicated mic,0.32 W/kg (head)     1.27 W/kg (body)    ,,,,0.44 W/kg (head)     0.75 W/kg (body)    ,Non-removable Li-Ion 3000 mAh battery (11.55 Wh),,Up to 67 h,,,,,,,Up to 20 h (3G),,B07HC3CSMR
Samsung,Galaxy S9,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2018, February","Available. Released 2018, March",147.7 x 68.7 x 8.5 mm (5.81 x 2.70 x 0.33 in),163 g (5.75 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.8 inches, 84.8 cm (~83.6% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~570 ppi density)",HDR10  3D Touch (home button only)  Always-on display,"microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only",,,"Yes, with stereo speakers",,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS, GALILEO",FM radio (USA & Canada only),"3.1, Type-C 1.0 reversible connector","Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",,,,,,,Samsung DeX (desktop experience support)  ANT+  Bixby natural language commands and dictation,"Midnight Black, Coral Blue, Titanium Gray, Lilac Purple, Burgundy Red, Sunrise Gold, Ice Blue","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global, USA","HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat18 1200/200 Mbps","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","Exynos 9810 (10 nm) - EMEAQualcomm SDM845 Snapdragon 845 (10 nm) - USA/LATAM, China","Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEAOcta-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver) - USA/LATAM, China","Mali-G72 MP18 - EMEAAdreno 630 - USA/LATAM, China","64/128/256 GB, 4 GB RAM","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, OIS, dual pixel PDAF","2160p@60fps, 1080p@240fps, 720p@960fps, HDR, dual-video rec.",About 490 EUR,"LED flash, auto-HDR, panorama","Samsung Pay (Visa, MasterCard certified)  IP68 dust/water proof (up to 1.5m for 30 mins)","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 32(1500), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100) - Global","Front/back glass (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 5,,,,"Dual video call, Auto-HDR",1440p@30fps,Yes,Fast battery charging 15W (Quick Charge 2.0)  Qi/PMA wireless charging (market dependent),"SM-G960F, SM-G960, SM-G960F, SM-G960U, SM-G960W, SM-G9600, SM-G960U1",Basemark OS II: 3329 / Basemark OS II 2.0: 3382Basemark X: 42645,Photo / Video,Voice 68dB / Noise 74dB / Ring 81dB,Noise -93.4dB / Crosstalk -93.9dB,Endurance rating 78h,"Contrast ratio: Infinite (nominal), 4.630 (sunlight)","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF",,,,,32-bit/384kHz audio  Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3000 mAh battery (11.55 Wh),,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 14(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 38(2600), 39(1900), 40(2300), 41(2500), 46, 66(1700/2100), 71(600) - USA",,,B07HC74RMG
Nokia,7.1,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, October","Available. Released 2018, October",149.7 x 71.2 x 8 mm (5.89 x 2.80 x 0.31 in),160 g (5.64 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.84 inches, 85.1 cm (~79.9% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~432 ppi density)",HDR10,"microSD, up to 400 GB (uses shared SIM slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","5.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS, BDS",,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Gloss midnight blue, gloss steel",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); Android One",Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core 1.8 GHz Kryo 260,Adreno 509,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",,"2160p@30fps, 1080p@30fps (gyro-EIS)",About 330 EUR,"Zeiss optics, dual-LED dual-tone flash, panorama, HDR",,LTE,"Front/back glass, aluminum frame",Corning Gorilla Glass 3,,"12 MP, f/1.8, 1.28µm, Dual Pixel PDAF  5 MP, f/2.4, 1.12µm, depth sensor",,,1080p@30fps,Yes,Fast battery charging 9V/2A 18W,7.1,Basemark OS II: 2394 / Basemark OS II 2.0: 1940Basemark X: 14963,Photo / Video,Voice 75dB / Noise 76dB / Ring 81dB,Noise -91.0dB / Crosstalk -94.4dB,Endurance rating 80h,"Contrast ratio: 1300:1 (nominal), 2.804 (sunlight)","8 MP, f/2.0, 24mm",,,,,Active noise cancellation with dedicated mic,0.26 W/kg (head)     1.74 W/kg (body)    ,,,,,Non-removable Li-Ion 3060 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,Up to 19 h 30 min (3G),Up to 408 h (3G),B07HD3QC65
Motorola,Moto G5S Plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2017, August","Available. Released 2017, August",153.5 x 76.2 x 8 mm (6.04 x 3.00 x 0.31 in),168 g (5.93 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~71.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,"microSD, up to 256 GB (uses shared SIM slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE, EDR, aptX","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity",,,,,,,,"Lunar Gray, Fine Gold",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps","Android 7.1 (Nougat), upgradable to Android 8.1 (Oreo)",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","13 MP, f/2.0, AF  13 MP, depth sensor","2160p@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS)",About 160 EUR,"Dual-LED dual-tone flash, panorama",Splash resistant,"LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 18(800), 19(800), 20(800), 26(850), 28(700), 38(2600), 40(2300), 41(2500)","Front glass, aluminum body",Corning Gorilla Glass 3,,,,LED flash,"1080p@30fps, 480p@120fps",Yes (market dependent),Fast battery charging 15W,"Moto G (5S) Plus, XT1803, XT1805, XT1806, XT1804",Basemark OS II: 1380 / Basemark OS II 2.0: 389Basemark X: 10466,Photo / Video,Voice 91dB / Noise 74dB / Ring 86dB,Noise -34.8dB / Crosstalk -93.4dB,Endurance rating 81h,"Contrast ratio: 1354:1 (nominal), 2.736 (sunlight)","8 MP, f/2.0",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3000 mAh battery,,,,,,,,,,,B07HFKWDK7
Nokia,5,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2017, February","Available. Released 2017, July",149.7 x 72.5 x 8 mm (5.89 x 2.85 x 0.31 in),160 g (5.64 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm (~68.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",,"microSD, up to 256 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Tempered Blue, Silver, Matte Black, Copper",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,"16 GB, 2/3 GB RAM","13 MP, f/2.0, 1/3"", 1.12µm, PDAF",1080p@30fps,About 140 EUR,"Dual-LED dual-tone flash, HDR",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300)","Front glass, aluminum body",Corning Gorilla Glass (unspecified version),,,,,,Yes,,"TA-1053, TA-1024",Basemark OS II: 1098 / Basemark OS II 2.0: 982Basemark X: 7316,Photo / Video,Voice 63dB / Noise 70dB / Ring 81dB,Noise -94.3dB / Crosstalk -91.9dB,Endurance rating 84h,"Contrast ratio: 916 (nominal), 3.261 (sunlight)","8 MP, f/2.0, 1/4"", 1.12µm",,,,,Active noise cancellation with dedicated mic,0.32 W/kg (head)     1.55 W/kg (body)    ,,,,,Non-removable Li-Ion 3000 mAh battery,,,,,,,,,,,B07HHRF89L
Xiaomi,Redmi Note 6 Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, September","Available. Released 2018, October",157.9 x 76.4 x 8.3 mm (6.22 x 3.01 x 0.33 in),182 g (6.42 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~81.1% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)",,"microSD, up to 256 GB (uses shared SIM slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","FM radio, recording","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Black, Blue, Rose Gold, Red",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA, LTE-A","Android 8.1 (Oreo), planned upgrade to Android 9.0 (Pie); MIUI 9.0",Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core 1.8 GHz Kryo 260,Adreno 509,"64 GB, 4/6 GB RAM or 32 GB, 3 GB RAM",,1080p@30fps,About 190 EUR,"Dual-LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300)",,Corning Gorilla Glass (unspecified version),,"12 MP, f/1.9, 1/2.55"", 1.4µm, dual pixel PDAF  5 MP, f/2.2, 1.12µm, depth sensor","20 MP, f/2.0, 0.9µm  2 MP, f/2.2, 1.75µm, depth sensor",HDR,1080p@30fps,,Fast battery charging 5V/2A 10W,Redmi Note 6 Pro,Basemark OS II: 2363 / Basemark OS II 2.0: 1812Basemark X: 15025,Photo / Video,Voice 70dB / Noise 73dB / Ring 85dB,Noise -92.7dB / Crosstalk -93.6dB,Endurance rating 92h,"Contrast ratio: 1532:1 (nominal), 2.966 (sunlight)",,Yes,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 28(700), 38(2600), 40(2300)",,,B07HK4JNV1
Google,Pixel 3 XL,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2018, October","Available. Released 2018, November",158 x 76.7 x 7.9 mm (6.22 x 3.02 x 0.31 in),184 g (6.49 oz),Nano-SIM card & eSIM,"P-OLED capacitive touchscreen, 16M colors","6.3 inches, 100.3 cm (~82.8% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~523 ppi density)",Always-on display  100% DCI-P3  HDR,No,,,"Yes, with stereo speakers",,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",,,,,,,,"Clearly White, Just Black, Not Pink",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/75 Mbps",Android 9.0 (Pie),Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.5 GHz Kryo 385 Gold & 4x1.6 GHz Kryo 385 Silver),Adreno 630,"64/128 GB, 4 GB RAM","12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4µm, OIS, dual pixel PDAF","2160p@30fps, 1080p@30/60/120fps, 720p@240fps, 1080p@30fps (gyro-EIS)",About 960 EUR,"Dual-LED flash, Auto-HDR, panorama",IP68 dust/water resistant (up to 1.5m for 30 mins),"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 32(1500), 38(2600), 39(1900), 40(2300), 41(2500), 42(3500), 46, 66(1700/2100), 71(600)","Front/back glass (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 5,,,"8 MP, f/1.8, 28mm (wide), PDAF  8 MP, f/2.2, 19mm (ultrawide), no AF",Auto-HDR,1080p@30fps,Yes,Fast battery charging 9V/2A 18W  USB Power Delivery 2.0  QI wireless charging,Pixel 3 XL,,,,,,,,,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 3430 mAh battery,,,,,,,,CDMA2000 1xEV-DO,,,B07HKPMFZ5
Apple,iPhone 8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2017, September","Available. Released 2017, September",138.4 x 67.3 x 7.3 mm (5.45 x 2.65 x 0.29 in),148 g (5.22 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm (~65.4% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)",Wide color gamut  3D Touch display & home button  True-tone,No,,,"Yes, with stereo speakers",,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",,,,,,,Siri natural language commands and dictation,"Silver, Space Gray, Gold, Red",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps, EV-DO Rev.A 3.1 Mbps","iOS 11, upgradable to iOS 12.2",Apple A11 Bionic (10 nm),Hexa-core (2x Monsoon + 4x Mistral),Apple GPU (three-core graphics),"64/256 GB, 2 GB RAM","12 MP, f/1.8, 28mm (wide), OIS, PDAF","2160p@24/30/60fps, 1080p@30/60/120/240fps",About 700 EUR,"Quad-LED dual-tone flash, HDR","IP67 dust/water resistant (up to 1m for 30 mins)  Apple Pay (Visa, MasterCard, AMEX certified)","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)","Front/back glass, aluminum frame","Ion-strengthened glass, oleophobic coating",,,,"Face detection, HDR, panorama",1080p@30fps,Yes,Fast battery charging 15W: 50% in 30 min  USB Power Delivery 2.0  Qi wireless charging,,Basemark OS II 2.0: 3934,Photo / Video,Voice 71dB / Noise 77dB / Ring 80dB,Noise -93.5dB / Crosstalk -80.4dB,Endurance rating 66h,"Contrast ratio: 1395:1 (nominal), 3.957 (sunlight)","7 MP, f/2.2",,,,,Active noise cancellation with dedicated mic,1.19 W/kg (head)     1.17 W/kg (body)    ,,,,1.32 W/kg (head)     1.36 W/kg (body)    ,Non-removable Li-Ion 1821 mAh battery (6.96 Wh),,Up to 40 h,,,,,,,Up to 14 h (3G),,B07HKQ61NV
Google,Pixel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2016, October","Available. Released 2016, October",143.8 x 69.5 x 8.5 mm (5.66 x 2.74 x 0.33 in),143 g (5.04 oz),Nano-SIM,"AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~69.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,No,,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",No,"3.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",,,,,,,,"Quite Black, Very Silver, Really Blue",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps or LTE-A (3CA) Cat11 600/75 Mbps","Android 7.1 (Nougat), upgradable to Android 9.0 (Pie)",Qualcomm MSM8996 Snapdragon 821 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,"32/128 GB, 4 GB RAM","12.3 MP, f/2.0, 1/2.3"", 1.55µm, PDAF & laser AF","2160p@30fps, 1080p@60/120fps, 1080p@30fps (gyro-EIS), 720p@240fps",About 290 EUR,"Dual-LED flash, HDR, panorama",Splash and dust resistant,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 21(1500), 26(850), 28(700), 32(1500), 38(2600), 39(1900), 40(2300), 41(2500)","Front glass, aluminum body, partial glass back",Corning Gorilla Glass 4,,,,,1080p@30fps,Yes,Fast battery charging 5V/3A 18W  USB Power Delivery,Pixel,Basemark OS II: 2901 / Basemark OS II 2.0: 2461Basemark X: 33023,,Voice 74dB / Noise 68dB / Ring 78dB,Noise -93.0dB / Crosstalk -92.6dB,Endurance rating 64h,Contrast ratio: ∞,"8 MP, f/2.4, 1/3.2"", 1.4µm",,,,,Active noise cancellation with dedicated mic,0.33 W/kg (head)     0.61 W/kg (body)    ,,,,0.92 W/kg (head)     0.58 W/kg (body)    ,Non-removable Li-Ion 2770 mAh battery,,Up to 110 h,,,,,,,Up to 26 h (3G),Up to 456 h (3G),B07HKQJ6H1
Motorola,Moto E5 Cruise,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2018, June","Available. Released 2018, July",151 x 74 x 9 mm (5.94 x 2.91 x 0.35 in),150 g (5.29 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",,"microSD, up to 256 GB",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,Navy,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",Android 8.0 (Oreo),Qualcomm MSM8920 Snapdragon 427 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"16 GB, 2 GB RAM","8 MP, f/2.0, 1.12 µm, AF",1080p@30fps,About 40 USD,"LED flash, panorama, HDR",Splash resistant,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 8(900), 12(700), 14(700), 30(2300), 66(1700/2100)",,,,,,LED flash,,,,moto e5 cruise,,,,,,,5 MP,,,,,Active noise cancellation with dedicated mic,,,,,,Removable Li-Ion 2800 mAh battery,,,,,,,,,,,B07HMC84L1
Motorola,Moto E5 Play,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2018, April","Available. Released 2018, July",151 x 74 x 9 mm (5.94 x 2.91 x 0.35 in),150 g (5.29 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",,"microSD, up to 256 GB",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Black, Dark lake, Flash gray",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",Android 8.0 (Oreo),Qualcomm MSM8917 Snapdragon 425 (28 nm) (28 nm)/ Qualcomm MSM8920 Snapdragon 427 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"16 GB, 2 GB RAM","8 MP, f/2.0, 1.12 µm, AF",1080p@30fps,About 80 EUR,"LED flash, panorama, HDR",Splash resistant,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 14(700), 17(700), 25(1900), 26(850), 29(700), 30(2300), 38(2600), 41(2500), 66(1700/2100), 71(600)",,,,,,LED flash,,,Fast battery charging 5V/2A 10W,moto e5 play,,,,,,,5 MP,,,,,Active noise cancellation with dedicated mic,,,,,,Removable Li-Ion 2800 mAh battery,,,,,,,,CDMA2000 1xEV-DO,,,B07HXHPNKH
